Protein_ID,Tm
P05649_dnaN,43.555
Q08429_kapB,43.565
P0C2H9_RPL31B,43.571
P40830_pksG,43.576
O07605_gltT,43.577
P17921_pheS,43.58
P37554_spoVT,43.583
O35000_nagB,43.595
P14127_RPS17B,43.597
Q02892_NOG1,43.598
O07610_lcfB,43.598
P33412_ECT1,43.599
P15646_NOP1,43.6
O31675_queC,43.603
P54482_ispG,43.615
O31778_miaB,43.621
O31523_rhgT,43.627
P39070_clpQ,43.632
P39771_purT,43.638
P05743_RPL26A,43.641
Q02046_MTD1,43.65
P39133_yhbF,43.655
O34394_yjjA,43.659
P50866_clpX,43.663
P71037_ywnB,43.67
O32223_iolW,43.673
O32041_yrvJ,43.684
O31698_ykuL,43.687
P39807_yvyF,43.688
O05521_rex,43.692
P14020_DPM1,43.706
Q12389_DBP10,43.706
P37536_yaaO,43.707
P96648_yddK,43.712
O06994_malL,43.719
O34347_argG,43.723
P42968_kipR,43.725
P54783_ALO1,43.725
P14843_ARO3,43.725
P36160_RPF2,43.734
P94423_ycnC,43.752
P36838_carA,43.761
P39066_acuB,43.78
P40088_FTR1,43.794
O32231_rnr,43.795
P39142_pdp,43.807
P53128_MET13,43.81
P23545_phoR,43.811
P38131_KTR4,43.813
Q04795_dapG,43.816
P80861_yjlD,43.828
O34592_ydjP,43.831
O34303_ydjA,43.832
P39772_asnS,43.851
Q45600_yydB,43.86
Q06678_MRPL35,43.862
P36775_PIM1,43.869
P32342_SRP21,43.873
P39805_licT,43.873
P46343_phoH,43.875
P47125_BNA2,43.876
P40032_TPA1,43.877
P40081_YER134C,43.88
P48360_ARH1,43.889
P37464_serS,43.899
P45859_prpD,43.9
Q01939_RPT6,43.903
O05398_yrhF,43.903
P38424_engB,43.929
O34335_msmE,43.939
Q08208_NOP12,43.958
P12046_purC,43.958
P37465_metG,43.959
P39912_aroA,43.969
O07014_rsbP,43.976
O31447_ybfG,43.985
P60495_kipI,43.989
P39692_MET10,43.999
P32864_MRS6,44.001
P0CI76_rtp,44.001
O34949_ykoM,44.002
P53183_YGL039W,44.002
P94520_ysdB,44.004
P25586_KRR1,44.008
Q03523_murE,44.008
Q03799_MRPS8,44.01
O31570_yfhB,44.01
P0CI75_birA,44.012
P39592_ywbI,44.013
P32558_SPT16,44.014
P09122_dnaX,44.018
P39585_ywbB,44.044
Q08925_MRN1,44.049
P26380_levE,44.05
O34513_ylbM,44.05
P06634_DED1,44.051
O34469_yeeB,44.054
P37945_lon1,44.061
P39581_dltA,44.061
P42847_MRPS18,44.068
P14742_GFA1,44.069
P32494_NGG1,44.069
Q08968_FMP40,44.071
P32387_MRP20,44.073
O31502_dagK,44.087
P02309_HHF1,44.088
P43639_CKB1,44.088
P54419_metK,44.096
P19454_CKA2,44.096
Q03219_YMR178W,44.101
Q45499_suhB,44.103
O31767_ymfI,44.105
P51831_fabG,44.106
P25617_YCR016W,44.107
Q07844_RIX7,44.11
Q3E792_RPS25A,44.117
P30624_FAA1,44.119
P40055_UTP7,44.119
P37963_spoVID,44.122
P61830_HHT1,44.125
P38423_yqxK,44.126
P46655_GUS1,44.127
Q03862_ARX1,44.129
O07624_ywiB,44.135
P32727_nusA,44.15
P40961_PHB1,44.152
P28239_PPA2,44.154
P29547_CAM1,44.157
O05518_tsaD,44.16
O32177_fadA,44.161
P25053_tenI,44.162
O34934_nadK2,44.162
P96719_ywqG,44.171
P54465_yqeZ,44.173
P29252_folK,44.173
O34635_sdaAB,44.176
O31665_mtnE,44.177
P12611_WHI2,44.179
O05236_yugG,44.193
O07587_yhdR,44.194
P13800_degU,44.195
P38783_FYV4,44.196
P18158_glpD,44.197
Q04031_RRP17,44.199
O31543_yfjQ,44.201
P39759_ykqA,44.203
P37808_atpA,44.217
O34507_prkC,44.218
Q45612_yycI,44.222
P18852_STE18,44.223
P80868_fusA,44.232
P71079_fabL,44.232
O31691_glcT,44.243
P0CX42_RPL23B,44.247
P05740_RPL17A,44.248
P12875_rplN,44.273
O06983_yvdA,44.277
P70948_yitV,44.283
Q03104_MSC1,44.293
P50831_ypvA,44.295
P17906_rsbX,44.295
Q06677_SWA2,44.297
P80872_yocK,44.306
Q08965_BMS1,44.306
P38972_ADE6,44.309
O31774_rny,44.314
P40332_iolX,44.323
O07548_yheG,44.337
O34989_yvrG,44.355
P32501_GCD6,44.356
P07280_RPS19A,44.357
O06986_yvdD,44.359
O07600_fabHB,44.362
P37811_atpH,44.363
O34536_yfmK,44.385
P32832_NPL6,44.398
P20485_CKI1,44.419
Q08601_MCA1,44.423
P54475_cshB,44.424
P54168_ypgQ,44.432
C0H453_yqzM,44.435
O34658_ylbG,44.435
Q02793_SKI8,44.436
P37572_radA,44.442
P35184_SQT1,44.445
O34403_mutM,44.448
O31779_ymcA,44.452
P39158_cspC,44.458
P80865_sucD,44.459
P28628_sipS,44.465
P21458_spoIIIE,44.474
P38701_RPS20,44.475
Q06287_EMG1,44.486
P37251_ilvB,44.489
P42971_pbpC,44.498
P94527_egsA,44.506
P40545_HIS6,44.508
P70970_ecfAB,44.519
O07631_typA,44.524
P32477_GSH1,44.53
P40582_GTT1,44.535
P45743_dhbB,44.537
Q12377_RPN6,44.538
P38295_EHT1,44.541
Q99369_FSH3,44.543
O07565_ntdB,44.547
P43123_QRI1,44.555
P20429_rpoA,44.568
O07618_yhfS,44.578
Q03430_RSM28,44.579
P52998_panC,44.581
P24521_ERG8,44.585
P54607_yhcW,44.591
P80866_sufC,44.607
Q45582_murQ,44.617
P54389_ypiA,44.618
P08566_ARO1,44.619
P41812_POP1,44.621
P51833_rnc,44.629
P21304_PWP1,44.635
O07539_yhaX,44.642
P71013_sipT,44.643
P28820_pabB,44.644
P21885_speA,44.645
P40354_NTA1,44.65
P07257_QCR2,44.65
P35149_spoIVA,44.655
P06224_sigA,44.661
P53218_POP6,44.666
P94501_gltR,44.668
P04456_RPL25,44.672
P07281_RPS19B,44.681
Q02204_MRPL13,44.681
P38913_FAD1,44.681
O07609_yhfK,44.69
P07264_LEU1,44.694
Q45614_walK,44.698
Q03532_HAS1,44.701
P46956_PHO86,44.704
P18159_pgcA,44.705
P11065_hpr,44.717
Q12000_TMA46,44.719
P71043_ywnH,44.724
P39760_ktrC,44.724
P38930_CKB2,44.726
P80874_yhdN,44.735
P53559_bioW,44.742
P35163_resD,44.75
O34885_ydiS,44.754
P54382_folD,44.762
O05501_ydhI,44.766
P71009_albC,44.77
P32495_NHP2,44.773
P51401_RPL9B,44.773
Q06706_IKI3,44.779
P22354_MRPL20,44.78
O06998_yvdQ,44.783
P34909_MOT2,44.783
Q05865_folC,44.805
Q02884_ELP4,44.805
O34973_ytaP,44.82
Q12153_SSF2,44.821
P80643_acpA,44.823
P94498_cysH,44.831
P32264_PRO1,44.837
P54527_yqiK,44.84
P06103_PRT1,44.851
P53941_IMP4,44.855
P37575_spoIIB,44.855
P50621_nrdF,44.859
P25983_pyrK,44.863
P17631_dnaJ,44.865
Q45591_yydK,44.871
O07015_rsbQ,44.876
P21465_rpsC,44.88
P54453_yqeH,44.884
P17731_hisC,44.886
Q12250_RPN5,44.899
P37569_mcsA,44.906
P20084_MRPL33,44.91
O34629_yerH,44.912
O32117_yutJ,44.915
O31714_fruK,44.925
P32524_PRP21,44.928
Q02792_RAT1,44.947
P39757_moaA,44.953
O34632_sirB,44.955
P37541_yaaT,44.958
P27809_KRE2,44.974
P33299_RPT1,44.975
P36069_PMU1,44.981
P94534_glcF,44.989
O34776_ykuK,44.992
P17889_infB,44.993
P19670_murAB,44.997
P39597_efeN,45
P54569_yqkF,45
Q92392_TY1A-OL,45.003
P39587_ywbD,45.012
P17622_ribT,45.014
P54780_RPL15B,45.016
P94558_ysnA,45.017
P55180_galE,45.03
O31650_yjdI,45.031
P36139_PET10,45.033
O31550_acoC,45.034
P42962_ycsE,45.042
P20964_obg,45.042
Q04338_VTI1,45.043
O34614_ytqB,45.047
P28819_pabA,45.058
P53295_RBG2,45.06
O34470_ylbL,45.061
P47047_MTR4,45.062
Q12084_DAS2,45.065
O31459_ybgA,45.073
P23479_sbcD,45.074
P46318_licB,45.075
P94551_etfA,45.078
P52996_panB,45.08
P46336_iolS,45.085
P39729_RBG1,45.086
P53312_LSC2,45.089
P94550_etfB,45.092
O31458_gamA,45.092
P50264_FMS1,45.096
O31986_sunS,45.098
P53551_HHO1,45.099
P41911_GPD2,45.102
O34921_ytoI,45.124
P32565_RPN2,45.125
P17865_ftsZ,45.125
P33690_comQ,45.131
P31112_hepS,45.131
O34539_yjiC,45.132
P14922_CYC8,45.133
O34354_uxaB,45.134
P33166_tuf,45.134
O34599_iscS1,45.15
P71073_adeR,45.152
Q12059_ULA1,45.158
O07592_yhdW,45.166
P37522_soj,45.176
P24276_SSD1,45.184
P36013_MAE1,45.194
P33313_CNS1,45.195
Q99216_PNO1,45.195
P19524_MYO2,45.198
O31668_mtnB,45.201
Q45497_yktA,45.202
O34468_ylbP,45.206
Q12206_WTM2,45.206
P06245_TPK2,45.221
P39639_bacB,45.238
O34530_rsgA,45.244
P38631_FKS1,45.251
O31720_ykzC,45.251
P32590_SSE2,45.261
P54593_yhcI,45.263
O31838_yozI,45.265
P40007_NOP16,45.272
O34627_pfyP,45.279
P21524_RNR1,45.29
P37965_glpQ,45.3
Q01852_TIM44,45.302
P39744_NOC2,45.304
P37946_ilvA,45.305
P60010_ACT1,45.315
P39594_thiE,45.317
Q12496_YOL098C,45.321
O05515_tsaE,45.322
P96726_ywqN,45.323
Q92331_VPS5,45.329
P16618_hemA,45.329
P47122_NPA3,45.331
P06738_GPH1,45.339
O34932_coaE,45.342
Q01454_CTF4,45.346
P71039_mta,45.348
O32230_smpB,45.349
P70996_ywhD,45.359
P29496_MCM5,45.36
P46669_RPA43,45.361
P36060_MCR1,45.367
Q12288_YLR126C,45.376
P54555_dsdA,45.403
O34454_ykaA,45.407
O05251_malR,45.411
P53001_aspB,45.416
P49960_PRP24,45.43
O34842_mhqD,45.457
P28366_secA,45.457
P96741_ywtE,45.458
P16440_ribE,45.469
P38219_OLA1,45.471
P40481_HPM1,45.471
O34521_nagP,45.474
P40761_yuxK,45.475
P28274_URA7,45.49
P53136_NSA1,45.495
P37517_ccpB,45.496
O34863_uvrA,45.501
P40767_cwlO,45.506
O31673_clpE,45.511
P40547_VID28,45.513
P09950_HEM1,45.513
P39842_bltR,45.515
P10943_hutP,45.516
O32135_yunF,45.536
O07619_yhfT,45.543
P30300_glpP,45.549
Q06103_RPN7,45.559
Q12068_GRE2,45.56
P54497_yqgT,45.56
O31588_yhzB,45.577
P54523_dxs,45.586
P20458_infA,45.591
P96613_murF,45.593
O34678_ytbE,45.596
O34484_mapB,45.596
P54947_yxeH,45.601
Q08818_MSC6,45.611
P25555_GBP2,45.627
Q12198_YLL058W,45.636
P06168_ILV5,45.637
P07342_ILV2,45.652
O34399_gltB,45.675
P38788_SSZ1,45.679
Q07953_SDO1,45.684
Q02260_SMD1,45.687
P38493_cmk,45.692
P06174_HEM4,45.693
P03874_CBP2,45.695
O32006_yokA,45.697
P38041_BOI1,45.705
P33298_RPT3,45.722
Q45604_yycR,45.722
P53890_BNI5,45.723
Q06756_ispF,45.733
P40825_ALA1,45.733
P39065_acuA,45.733
P54550_namA,45.747
O06965_yvcA,45.752
P50736_ypdA,45.758
P23615_SPT6,45.767
P32591_SWI3,45.768
Q7WY72_ylzA,45.768
O34453_nos,45.772
P07172_HIS5,45.787
Q04511_UFO1,45.79
P25567_SRO9,45.797
P37809_atpD,45.808
P12612_TCP1,45.811
O34389_malS,45.813
Q12486_YOR131C,45.817
Q03180_PIR3,45.832
P42415_iolD,45.837
P32617_IES6,45.841
P36017_VPS21,45.842
P29468_PAP1,45.849
Q06755_ispD,45.854
P39157_ywlG,45.854
P40737_yxxD,45.874
P54604_yhcT,45.878
P47912_FAA4,45.881
P36036_YRA2,45.885
P37507_yyaQ,45.892
P09124_gapA,45.892
P71011_albA,45.894
P17620_ribBA,45.899
P33322_CBF5,45.9
O06993_mdxK,45.904
O31475_ycgT,45.907
Q12359_ATO3,45.914
P36149_BET3,45.924
P38755_OSH7,45.929
O31613_yjbO,45.934
P94462_defA,45.94
P25342_CDC10,45.94
P23971_menE,45.947
Q12433_AHC1,45.956
P38354_YBR285W,45.959
P54390_ypiB,45.962
O31606_yjbH,45.966
P53316_YGR250C,45.972
P50101_UBP15,45.973
O32264_yvcT,45.974
Q04869_YMR315W,45.987
P30605_ITR1,45.987
P37571_clpC,45.988
Q05881_YLR287C,46
P04801_THS1,46
P38736_GOS1,46.015
P36430_leuS,46.044
P06105_SCP160,46.047
P40561_SGN1,46.048
O34400_yfkA,46.048
P13792_phoP,46.048
P40778_murC,46.049
P24073_fliY,46.058
P40506_CAB2,46.062
P46912_qcrB,46.062
Q03231_YMR181C,46.065
P16862_PFK2,46.069
P54860_UFD2,46.074
P14204_comA,46.08
P21882_pdhB,46.09
O68260_yoyC,46.097
P47150_RSM7,46.1
P39517_DHH1,46.1
P0CX44_RPL1B,46.106
Q04279_SEG1,46.106
Q08826_SNX3,46.116
O34788_bdhA,46.117
P15274_AMD1,46.124
O34328_gmk,46.125
O32030_yrzA,46.137
P13484_tagE,46.158
P38145_RIB5,46.167
O34538_ycdA,46.171
P40957_MAD1,46.178
Q03690_CLU1,46.185
O31703_moeA,46.197
Q08686_TUM1,46.197
P04051_RPO31,46.201
O05240_yugK,46.205
P38113_ADH5,46.222
P38081_YBR056W,46.225
Q12008_GPM2,46.23
Q12511_PTC5,46.234
P38708_YHR020W,46.242
P10728_spoIIAB,46.259
P39766_pyrP,46.26
P04911_HTA1,46.261
P39809_flgM,46.261
P38340_TAE1,46.274
Q12166_LEU9,46.277
P36080_RRP14,46.28
P38088_GRS1,46.281
O34522_trmB,46.288
P04786_TOP1,46.292
P41810_SEC26,46.305
P37949_lepA,46.309
O34607_sdaAA,46.309
P42101_yxaB,46.31
P38904_SPP41,46.315
P96574_mtlR,46.325
O34997_ykoY,46.329
Q03768_GIR2,46.34
O34496_ytpQ,46.342
P36421_TYS1,46.345
P08164_nadE,46.354
P35182_PTC1,46.358
P28612_motB,46.36
P28320_YJU2,46.36
P38711_RPS27B,46.369
P07259_URA2,46.37
P42305_dbpA,46.397
P25087_ERG6,46.4
P10849_MTF2,46.402
P53228_NQM1,46.402
O34712_ytrA,46.41
O31518_yesO,46.411
O07614_yhfO,46.411
P46959_GCD14,46.423
P0CI73_glmS,46.431
P53210_YGR017W,46.433
P26570_PPZ1,46.437
P33892_GCN1,46.439
P38881_NVJ1,46.448
O35014_ykuI,46.449
P00927_ILV1,46.465
P37941_bfmBAB,46.467
P21656_trpS,46.471
P96686_ydfI,46.473
O34676_kamA,46.479
Q08687_TMA16,46.484
Q04797_asd,46.491
Q06549_CDD1,46.497
O07636_ylaL,46.498
O35025_ydiR,46.505
P71020_ylmH,46.512
P94504_yvrH,46.519
P16387_PDA1,46.52
P06780_RHO1,46.521
O07081_yrdC,46.522
O07569_yhjO,46.525
P54553_yqjP,46.527
P40991_NOP2,46.529
Q08230_SDH5,46.529
P94525_araD,46.53
Q12690_RPL13A,46.533
P96724_nfi,46.534
P20967_KGD1,46.537
P94425_ycnE,46.538
P39079_CCT6,46.54
P32349_RPC82,46.544
O34318_yloU,46.546
P11745_RNA1,46.553
P47076_RPC17,46.555
P71088_spo0M,46.558
P94528_araN,46.56
Q07527_TRM3,46.56
P02557_TUB2,46.562
Q45597_fbp,46.564
Q06010_STE23,46.567
O34966_znuA,46.567
P37524_noc,46.568
Q04062_RPN9,46.57
P10662_MRP1,46.574
P37966_lipO,46.574
P07278_BCY1,46.576
P02294_HTB2,46.588
O32119_yutI,46.592
P39533_ACO2,46.606
P80428_ARP4,46.606
Q06797_rplA,46.611
Q45498_yktB,46.615
O07604_yhfF,46.615
P38779_CIC1,46.619
P25297_PHO84,46.623
O31927_yopK,46.631
P37527_pdxS,46.639
P38741_RIM4,46.639
P32469_DPH5,46.643
P31113_menG,46.646
P53554_bioI,46.649
Q02113_lytB,46.659
P38793_TRM5,46.66
P45868_maeA,46.663
P23202_URE2,46.666
O31534_hmoA,46.672
P54950_yxeK,46.673
P15807_MET8,46.674
P54716_glvA,46.676
P18255_thrS,46.677
O31937_yopA,46.679
Q45066_parC,46.684
O05516_tsaB,46.684
Q04373_PUF6,46.7
O32075_yuaI,46.705
O31513_yesJ,46.708
P36945_rbsK,46.709
P38627_URA8,46.711
P13188_GLN4,46.715
O31494_ydzF,46.715
"P07244_ADE5,7",46.716
P54169_ypgR,46.717
P38985_SRP14,46.728
O34570_ytlP,46.73
P07263_HTS1,46.732
P38272_SHE3,46.735
P00497_purF,46.741
P13243_fbaA,46.744
O34600_nrnA,46.748
Q07381_TSR1,46.751
O34825_pksC,46.751
P38764_RPN1,46.752
Q06817_GRS2,46.755
P39132_yhbE,46.755
P21801_SDH2,46.764
P39578_dltD,46.765
Q08224_THI20,46.766
P21881_pdhA,46.768
P17618_ribD,46.77
P46992_YJL171C,46.774
P37940_bfmBAA,46.775
Q04533_YML082W,46.777
P38429_SAP30,46.778
P38689_PRS3,46.779
P17157_PHO85,46.783
Q06685_VIP1,46.786
P39078_CCT4,46.788
C0SPA5_adhA,46.796
P37303_GLY1,46.798
O32152_yurK,46.8
P50623_UBC9,46.8
Q08979_KEL3,46.815
P22696_ESS1,46.82
P96708_ydgJ,46.833
P39644_bacG,46.833
P38786_RPP1,46.834
P40806_pksJ,46.839
O32114_dapF,46.844
P94569_ysoA,46.845
C0SPC3_yjhB,46.848
Q06338_BCP1,46.848
Q08723_RPN8,46.849
O31616_thiO,46.85
P26637_CDC60,46.855
P46151_MET12,46.863
P42244_ycbL,46.874
P96597_ydbB,46.875
O32192_cssR,46.876
O35010_ykfC,46.877
Q07478_SUB2,46.885
Q04177_UTP5,46.89
Q45598_yydD,46.9
P55340_ecsB,46.9
P00958_MES1,46.903
P38137_PCS60,46.905
O34365_ytmB,46.908
P36151_YKR070W,46.912
P28272_URA1,46.914
P37262_SOL2,46.916
O31547_yfjM,46.918
O31716_ykpA,46.919
C0SP94_yhfQ,46.92
P80885_pyk,46.928
P07269_PHO2,46.93
P54473_ispH,46.934
P38697_IMD2,46.936
O34775_yosT,46.94
P30950_hemB,46.942
Q12460_NOP56,46.942
P06208_LEU4,46.957
P40157_VID27,46.958
P24009_ctaB2,46.964
O31646_manA,46.965
P45873_prmC,46.966
P42413_iolB,46.968
P94476_yebA,46.984
Q86ZR7_YKL033W-A,46.994
P04161_ADE8,47.007
P50278_SOL1,47.008
P32497_NIP1,47.008
Q05029_BCH1,47.01
P42093_cgeE,47.026
P36015_YKT6,47.029
P28273_OXP1,47.031
P39010_AKR1,47.05
P37528_pdxT,47.052
Q12154_GET3,47.053
P52893_ALT1,47.057
Q08961_RKM1,47.067
P07245_ADE3,47.079
P47176_BAT2,47.081
Q99321_DDP1,47.088
P12695_LAT1,47.09
Q45480_ylyB,47.093
O31474_ycgJ,47.094
P07258_CPA1,47.101
O31672_mhqR,47.113
P32437_yvyE,47.127
P32523_PRP19,47.128
P28817_EHD3,47.142
P42938_TDA10,47.143
Q12009_TRM8,47.144
P39634_rocA,47.151
P51996_YPT32,47.155
P28263_UBC8,47.157
P15790_CKA1,47.158
P40409_feuA,47.16
P54461_rsmE,47.177
P42943_CCT7,47.182
P38705_DIA4,47.19
P53289_RTS3,47.193
P94437_yfiI,47.214
P20049_TYR1,47.219
P21147_OLE1,47.227
P32585_SRB5,47.228
O34940_yvrE,47.231
Q12234_RUD3,47.233
P39715_ECM1,47.235
P25293_NAP1,47.236
P53622_COP1,47.244
P54955_yxeP,47.269
P54547_zwf,47.271
O32068_ytzG,47.274
P16603_NCP1,47.282
Q6Q560_ISD11,47.297
Q08432_patB,47.306
P40510_SER33,47.307
P42236_ycbD,47.311
P42974_ahpF,47.316
P08679_CIT2,47.32
P50094_IMD4,47.324
O34779_prpC,47.325
P53252_PIL1,47.33
O34809_yceG,47.335
P01123_YPT1,47.341
P07560_SEC4,47.343
P25151_tyrS2,47.346
Q12265_PRS5,47.352
P28598_groL,47.364
O31618_thiG,47.368
P38063_PRS4,47.369
P29509_TRR1,47.369
P47165_XPT1,47.373
P32895_PRS1,47.373
Q06078_UTP21,47.377
Q02206_RSC4,47.378
P39614_ywdF,47.389
P38698_PPX1,47.39
P41318_LST8,47.4
O31742_rplS,47.401
P22855_AMS1,47.404
P54608_yhcX,47.42
P36121_RPC37,47.426
Q794W0_yycH,47.43
P04806_HXK1,47.437
O34894_ezrA,47.441
P24384_PRP22,47.442
P39077_CCT3,47.442
Q06506_RRP9,47.443
P19358_SAM2,47.444
O34947_yoaZ,47.447
P09733_TUB1,47.451
P21248_hemD,47.452
Q12283_MCT1,47.452
P53080_EDC1,47.474
P47079_CCT8,47.477
P35137_ppiB,47.478
P17894_recN,47.478
P36088_YKL069W,47.478
P50837_yprB,47.491
O05496_ydhE,47.499
P07213_TOM70,47.501
P53741_BRE5,47.505
P29469_MCM2,47.506
P39131_mnaA,47.509
P54785_MOT3,47.511
P02994_TEF1,47.514
P40051_ICP55,47.523
P38688_SRP72,47.539
O08469_cypA,47.548
Q45495_defB,47.551
P38068_GRX7,47.552
P40025_PHM8,47.553
O05508_gmuD,47.56
P39606_ywcH,47.569
P14164_ABF1,47.585
Q9R9I1_htrB,47.586
O35022_azoR1,47.589
Q04660_ERB1,47.606
P38249_RPG1,47.616
P53011_SEH1,47.626
Q05937_STP3,47.628
P40413_CCT5,47.629
P08432_SPE1,47.633
P37944_aroK,47.643
P54586_yhcB,47.651
P38876_PTH1,47.656
P32787_MGM101,47.658
P05453_SUP35,47.658
P32449_ARO4,47.66
P37525_yaaB,47.668
P08524_ERG20,47.668
Q02821_SRP1,47.67
Q00055_GPD1,47.671
P15180_KRS1,47.671
P43593_UBP6,47.683
P53076_VID30,47.685
Q05506_YDR341C,47.694
O07906_yraN,47.695
C0SP95_ycnJ,47.698
P25812_mnmG,47.701
P12049_purS,47.702
P36040_ADD66,47.703
P31412_VMA5,47.709
P06169_PDC1,47.709
P07702_LYS2,47.718
P53275_YGR127W,47.723
P53152_MMS2,47.724
O31635_yjcM,47.731
P38620_PRS2,47.738
P32335_MSS51,47.743
P54941_yxeB,47.746
P25623_SYP1,47.748
P43583_BLM10,47.751
P36007_SRY1,47.753
O34725_yjhA,47.756
P29478_SEC65,47.757
O05263_rhaM,47.759
P37512_yyaL,47.761
Q04336_YMR196W,47.762
P38828_LSM12,47.767
O34909_yerA,47.775
P42973_bglA,47.779
P51835_ftsY,47.786
P07284_SES1,47.792
P33328_SNC2,47.793
P54418_pckA,47.796
P56628_RPL22B,47.802
P32598_GLC7,47.81
P38153_APM3,47.816
Q03280_TOM1,47.817
P39109_YCF1,47.82
P40002_MIT1,47.825
P35155_scpB,47.838
P32566_SMI1,47.839
P40871_dhbE,47.841
P23966_menB,47.841
P17820_dnaK,47.843
P40564_DJP1,47.856
P34237_COY1,47.857
P37535_yaaN,47.858
P38874_IKI1,47.866
Q02796_LGE1,47.869
Q02486_ABF2,47.872
P32473_PDB1,47.882
P53759_DUS1,47.883
P23180_AIM17,47.886
O31856_rsbRC,47.887
P17883_SKI3,47.887
P37478_walR,47.893
P41813_FKH2,47.897
P53898_NSG2,47.897
P42108_yxaI,47.898
P13185_KIN1,47.903
P21827_SRM1,47.906
P22768_ARG1,47.911
P33417_IXR1,47.912
P54983_amhX,47.915
O32183_yusQ,47.925
P32589_SSE1,47.928
O34558_yopR,47.928
P38787_PAN5,47.929
P38427_TSL1,47.932
O34760_ytnP,47.936
O31911_yorB,47.948
P04807_HXK2,47.954
P25441_RPC53,47.956
P05749_RPL22A,47.963
P25148_gspA,47.969
O32187_yusU,47.969
P04990_thrC,47.97
P40486_SHQ1,47.972
P22213_SLY1,47.98
P35728_MPE1,47.995
P37580_fhuD,48.004
Q04385_ygxA,48.013
O31629_yjcG,48.033
O35013_ytkD,48.034
P20484_MAK11,48.041
P53600_RET3,48.044
P11154_PYC1,48.049
P25644_PAT1,48.05
P32804_ZRT1,48.051
P22250_gltX,48.059
O34943_ytpR,48.061
P38430_YMR262W,48.062
P40449_YIL161W,48.066
P19672_yqxC,48.066
C0H405_ykzS,48.07
P38166_SFT2,48.07
P53753_DSE4,48.071
O32148_pucG,48.072
P54952_yxeM,48.075
P18239_PET9,48.076
P16550_APA1,48.08
Q01620_jag,48.092
O34327_rapJ,48.096
P94391_putC,48.1
O31997_yokJ,48.11
P25491_YDJ1,48.125
P36162_DAD2,48.127
Q08446_SGT1,48.128
"Q01217_ARG5,6",48.13
P31539_HSP104,48.142
P39101_CAJ1,48.143
P14540_FBA1,48.144
P17649_UGA1,48.146
P21538_REB1,48.151
P0CX54_RPL12B,48.156
O31480_yczG,48.158
P32468_CDC12,48.161
P25374_NFS1,48.191
P32396_hemH,48.2
P46327_yxbC,48.208
P21771_MRPS28,48.214
P11938_RAP1,48.216
P53866_SQS1,48.219
Q05946_UTP13,48.224
P53893_RIA1,48.225
P38426_TPS3,48.235
P39936_TIF4632,48.24
Q796P5_yitY,48.251
P22137_CHC1,48.254
Q04437_YKU80,48.268
P47103_CPR7,48.269
P38230_ZTA1,48.269
P36839_argD,48.273
Q12161_PSH1,48.284
P25637_YIH1,48.285
O34705_ytpA,48.286
Q02933_RNY1,48.296
P33416_HSP78,48.297
P38816_TRR2,48.301
P38050_pbpF,48.302
P40531_GVP36,48.303
P14951_uvrC,48.315
Q03835_GRX3,48.316
P33201_MRT4,48.32
O31766_ymfH,48.324
Q12464_RVB2,48.33
P41811_SEC27,48.338
O31631_metI,48.339
Q05933_ARC18,48.34
P47039_BNA3,48.344
Q12522_TIF6,48.35
P11075_SEC7,48.351
P53101_STR3,48.355
P07703_RPC40,48.357
Q03761_TAF12,48.359
P53720_SMM1,48.36
P25813_rsmG,48.365
P39795_treA,48.372
P11076_ARF1,48.374
P42239_ycbG,48.378
O31641_yjcS,48.386
P40523_YIL055C,48.386
P40327_RPT2,48.389
Q03559_YMR295C,48.408
P37599_cheV,48.412
P10507_MAS1,48.415
Q07923_LOT6,48.418
P14743_NMT1,48.436
Q06440_CRN1,48.446
P94524_araB,48.452
P42411_rsbT,48.465
P40054_SER3,48.468
P43535_GCN20,48.469
Q12230_LSP1,48.472
O34916_ykuR,48.474
P40010_NUG1,48.49
O31463_ybgG,48.5
P94544_polX,48.501
P41896_TFG2,48.502
P37567_dus1,48.506
P71014_yuaB,48.508
P38199_HEK2,48.516
O34381_pksA,48.516
Q06412_TUS1,48.516
Q6Q547_NOP10,48.518
P38801_LRP1,48.525
P38555_YPT31,48.531
Q12091_DAP1,48.535
P32492_MYO4,48.538
P19146_ARF2,48.539
Q12136_SAS10,48.541
P47169_MET5,48.541
P06244_TPK1,48.549
P39522_ILV3,48.563
O31607_yjbI,48.565
P23630_lysA,48.567
P25039_MEF1,48.569
P38623_RCK2,48.57
P94573_ywoC,48.572
P43567_AGX1,48.575
Q03940_RVB1,48.577
P32599_SAC6,48.584
Q04636_POB3,48.586
Q08438_VHS3,48.587
Q03705_CGI121,48.589
Q06407_RGA2,48.591
P33327_GDH2,48.596
Q12416_WHI5,48.599
P40422_RPC10,48.599
O31457_ybfQ,48.601
Q12420_SNU66,48.606
P19812_UBR1,48.609
Q08285_RRP40,48.614
P94489_xynB,48.616
P11484_SSB1,48.622
Q02196_MET14,48.625
P33734_HIS7,48.627
Q05530_YDR286C,48.641
P40069_KAP123,48.641
P11632_NHP6A,48.644
P26263_PDC6,48.647
Q08920_CBC2,48.654
Q12406_ARP7,48.663
Q06336_GGA1,48.669
O32054_queA,48.673
O08336_cypB,48.674
P53909_AAH1,48.686
Q03195_RLI1,48.692
P11353_HEM13,48.696
P11633_NHP6B,48.7
P52918_MSN5,48.703
